Case Number,Day,When,What,Duration,Charges,Closed,Casecode
18-283,Tuesday,11/27/2018,JV,0.5,FELONY,7/3/2019,APCON
18-283,Tuesday,11/27/2018,A108,0.25,FELONY,7/3/2019,APCON
18-283,Wednesday,11/28/2018,CH,0.5,FELONY,7/3/2019,APCON
18-283,Thursday,11/29/2018,CH,0.5,FELONY,7/3/2019,APCON
18-283,Friday,11/30/2018,CH,0.5,FELONY,7/3/2019,APCON
18-283,Thursday,12/20/2018,CH,0.5,FELONY,7/3/2019,APCON
18-283,Tuesday,1/8/2019,A108,0.25,FELONY,7/3/2019,APCON
18-283,Tuesday,1/8/2019,A108,0.25,FELONY,7/3/2019,APCON
18-283,Tuesday,1/8/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Thursday,1/17/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Wednesday,2/6/2019,A106,0.25,FELONY,7/3/2019,APCON
18-283,Friday,2/15/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Wednesday,2/27/2019,A101,0.5,FELONY,7/3/2019,APCON
18-283,Wednesday,2/27/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Thursday,3/21/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Tuesday,4/2/2019,A106,0.25,FELONY,7/3/2019,APCON
18-283,Tuesday,4/2/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Tuesday,6/25/2019,A103,0.5,FELONY,7/3/2019,APCON
18-283,Thursday,6/27/2019,CH,0.5,FELONY,7/3/2019,APCON
18-283,Friday,6/28/2019,JV,0.5,FELONY,7/3/2019,APCON
18-283,Wednesday,7/3/2019,CH,0.5,FELONY,7/3/2019,APCON
18-211,Tuesday,10/2/2018,CH,0.5,MISDO,5/11/2020,APCON
18-211,Monday,11/26/2018,TRC,0.5,MISDO,5/11/2020,APCON
18-211,Monday,12/3/2018,CH,0.5,MISDO,5/11/2020,APCON
18-211,Wednesday,12/12/2018,CH,0.5,MISDO,5/11/2020,APCON
18-211,Monday,2/4/2019,CH,0.5,MISDO,5/11/2020,APCON
18-211,Tuesday,3/5/2019,A106,0.5,MISDO,5/11/2020,APCON
18-211,Tuesday,3/19/2019,CH,0.5,MISDO,5/11/2020,APCON
18-211,Friday,4/12/2019,CH,0.5,MISDO,5/11/2020,APCON
18-211,Monday,5/20/2019,CH,0.5,MISDO,5/11/2020,APCON
18-211,Wednesday,5/29/2019,APPT,0.5,MISDO,5/11/2020,APCON
18-211,Tuesday,6/11/2019,CH,0,MISDO,5/11/2020,APCON
18-211,Monday,7/15/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Tuesday,7/16/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Thursday,8/8/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,8/12/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Tuesday,8/13/2019,CH,0.5,MISDO,5/11/2020,APCON
18-211,Tuesday,8/27/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Wednesday,8/28/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Friday,8/30/2019,CH,0,MISDO,5/11/2020,APCON
18-211,Thursday,9/5/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,10/7/2019,CH,0.25,MISDO,5/11/2020,APCON
18-211,Tuesday,10/8/2019,A106,0.25,MISDO,5/11/2020,APCON
18-211,Tuesday,11/5/2019,CH,0.75,MISDO,5/11/2020,APCON
18-211,Monday,11/25/2019,A108,0.25,MISDO,5/11/2020,APCON
18-211,Monday,1/13/2020,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,2/24/2020,CH,0.25,MISDO,5/11/2020,APCON
18-211,Wednesday,2/26/2020,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,4/6/2020,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,4/20/2020,CH,0.25,MISDO,5/11/2020,APCON
18-211,Monday,5/11/2020,CH,0.25,MISDO,5/11/2020,APCON
18-312,Monday,1/14/2019,CH,0.5,MISDO,1/17/2023,APCON
18-312,Monday,2/11/2019,CH,0.5,MISDO,1/17/2023,APCON
18-312,Monday,4/15/2019,CH,0.5,MISDO,1/17/2023,APCON
18-312,Tuesday,8/27/2019,CH,0.5,MISDO,1/17/2023,APCON
17-314,Tuesday,12/12/2017,CH,0.5,MISDO,7/15/2019,APCON
17-314,Tuesday,1/30/2018,CH,0.5,MISDO,7/15/2019,APCON
17-314,Tuesday,3/6/2018,CH,0.5,MISDO,7/15/2019,APCON
17-314,Tuesday,8/28/2018,A108,0.25,MISDO,7/15/2019,APCON
17-314,Tuesday,8/28/2018,A103,0.5,MISDO,7/15/2019,APCON
17-314,Monday,10/1/2018,CH,0.5,MISDO,7/15/2019,APCON
17-314,Wednesday,6/12/2019,A101,0.25,MISDO,7/15/2019,APCON
17-314,Wednesday,6/12/2019,CH,0,MISDO,7/15/2019,APCON
17-314,Monday,7/8/2019,CH,0.5,MISDO,7/15/2019,APCON
17-314,Monday,7/15/2019,CH,0.5,MISDO,7/15/2019,APCON
18-205,Thursday,8/30/2018,CH,0,MISDO,7/16/2019,APCON
18-205,Monday,10/1/2018,CH,0,MISDO,7/16/2019,APCON
18-205,Wednesday,6/12/2019,CH,0,MISDO,7/16/2019,APCON
18-205,Monday,7/8/2019,CH,0,MISDO,7/16/2019,APCON
18-205,Monday,7/15/2019,CH,0,MISDO,7/16/2019,APCON
17-311,Monday,1/8/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Wednesday,2/21/2018,A106,0.25,MISDO,5/6/2019,APCON
17-311,Friday,2/23/2018,A106,0.25,MISDO,5/6/2019,APCON
17-311,Monday,2/26/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,3/12/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,6/4/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,7/30/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,8/13/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,10/29/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Tuesday,10/30/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,12/3/2018,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,1/14/2019,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,4/8/2019,CH,0.5,MISDO,5/6/2019,APCON
17-311,Monday,4/15/2019,CH,0.25,MISDO,5/6/2019,APCON
17-311,Tuesday,4/30/2019,CH,0.25,MISDO,5/6/2019,APCON
17-311,Thursday,5/16/2019,CH,0.25,MISDO,5/6/2019,APCON
18-265,Monday,10/29/2018,CH,0,MISDO,5/16/2019,APCON
18-265,Tuesday,10/30/2018,CH,0,MISDO,5/16/2019,APCON
18-265,Monday,12/3/2018,CH,0,MISDO,5/16/2019,APCON
18-265,Monday,1/14/2019,CH,0,MISDO,5/16/2019,APCON
18-265,Monday,4/8/2019,CH,0,MISDO,5/16/2019,APCON
18-265,Monday,4/15/2019,CH,0.25,MISDO,5/16/2019,APCON
18-265,Monday,4/15/2019,APPT,0.25,MISDO,5/16/2019,APCON
18-265,Tuesday,4/30/2019,CH,0.25,MISDO,5/16/2019,APCON
18-265,Tuesday,5/14/2019,A103,0.5,MISDO,5/16/2019,APCON
18-265,Thursday,5/16/2019,CH,0.25,MISDO,5/16/2019,APCON
18-248,Tuesday,10/30/2018,CH,0.25,MISDO,00/00/0000,APCON
18-247,Tuesday,10/30/2018,CH,0.25,MISDO,00/00/0000,APCON
18-210,Monday,10/1/2018,TRC,0.5,MISDO,7/16/2019,APCON
18-210,Monday,11/5/2018,TRC,0.5,MISDO,7/16/2019,APCON
18-210,Tuesday,11/6/2018,CH,0.5,MISDO,7/16/2019,APCON
18-210,Monday,12/3/2018,CH,0.5,MISDO,7/16/2019,APCON
18-210,Monday,12/17/2018,CH,0.5,MISDO,7/16/2019,APCON
18-210,Tuesday,12/18/2018,A103,0.5,MISDO,7/16/2019,APCON
18-210,Wednesday,12/19/2018,CH,0.5,MISDO,7/16/2019,APCON
18-210,Monday,2/25/2019,A101,0.25,MISDO,7/16/2019,APCON
18-210,Monday,2/25/2019,CH,0,MISDO,7/16/2019,APCON
18-210,Saturday,3/23/2019,A101,0.25,MISDO,7/16/2019,APCON
18-210,Monday,3/25/2019,CH,0,MISDO,7/16/2019,APCON
18-210,Monday,6/17/2019,PREPARE,0.25,MISDO,7/16/2019,APCON
18-210,Monday,6/17/2019,CH,0,MISDO,7/16/2019,APCON
18-210,Monday,7/8/2019,CH,0.5,MISDO,7/16/2019,APCON
18-210,Tuesday,7/16/2019,CH,0.5,MISDO,7/16/2019,APCON
18-026,Tuesday,2/6/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Monday,3/12/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Monday,5/7/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Tuesday,5/22/2018,A106,0.75,MISDO,00/00/0000,APCON
18-026,Monday,6/18/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Monday,8/13/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Monday,9/10/2018,CH,0.5,MISDO,00/00/0000,APCON
18-026,Monday,11/5/2018,CH,0.5,MISDO,00/00/0000,APCON
18-224,Monday,10/1/2018,CH,0.5,MISDO,00/00/0000,APCON
18-224,Monday,11/5/2018,CH,0.5,MISDO,00/00/0000,APCON
18-224,Wednesday,12/5/2018,A101,0.5,MISDO,00/00/0000,APCON
18-224,Thursday,12/6/2018,CH,0.5,MISDO,00/00/0000,APCON
18-224,Monday,12/17/2018,CH,0.5,MISDO,00/00/0000,APCON
18-224,Monday,2/4/2019,TRC,0,MISDO,00/00/0000,APCON
18-224,Tuesday,3/5/2019,CH,0.5,MISDO,00/00/0000,APCON
18-215,Tuesday,10/16/2018,CH,0.5,MISDO,11/19/2019,APCON
18-215,Wednesday,11/14/2018,A106,0.5,MISDO,11/19/2019,APCON
18-215,Monday,11/26/2018,CH,0.5,MISDO,11/19/2019,APCON
18-215,Monday,12/17/2018,CH,0.5,MISDO,11/19/2019,APCON
18-215,Monday,2/25/2019,CH,0,MISDO,11/19/2019,APCON
18-215,Monday,2/25/2019,A101,0.25,MISDO,11/19/2019,APCON
18-215,Saturday,3/23/2019,A101,0.25,MISDO,11/19/2019,APCON
18-215,Monday,3/25/2019,CH,0,MISDO,11/19/2019,APCON
18-215,Tuesday,8/13/2019,A103,0.5,MISDO,11/19/2019,APCON
18-215,Thursday,8/15/2019,CH,0.5,MISDO,11/19/2019,APCON
18-215,Monday,9/9/2019,CH,0.5,MISDO,11/19/2019,APCON
18-215,Wednesday,9/11/2019,A106,0.25,MISDO,11/19/2019,APCON
18-215,Monday,11/18/2019,CH,0.5,MISDO,11/19/2019,APCON
18-215,Monday,11/18/2019,A106,0.25,MISDO,11/19/2019,APCON
18-215,Tuesday,11/19/2019,CH,0.5,MISDO,11/19/2019,APCON
18-173,Tuesday,8/14/2018,CH,0.5,MISDO,10/7/2019,APCON
18-173,Monday,9/17/2018,CH,0.5,MISDO,10/7/2019,APCON
18-173,Monday,6/24/2019,A103,0.5,MISDO,10/7/2019,APCON
18-173,Tuesday,7/2/2019,CH,0.5,MISDO,10/7/2019,APCON
18-173,Monday,7/8/2019,CH,0.5,MISDO,10/7/2019,APCON
18-173,Monday,8/5/2019,CH,0.5,MISDO,10/7/2019,APCON
18-173,Thursday,8/22/2019,A106,0.25,MISDO,10/7/2019,APCON
18-173,Friday,8/23/2019,A103,0.5,MISDO,10/7/2019,APCON
18-173,Friday,8/23/2019,A106,0.25,MISDO,10/7/2019,APCON
18-173,Monday,8/26/2019,CH,0.5,MISDO,10/7/2019,APCON
18-173,Thursday,9/5/2019,A106,0.25,MISDO,10/7/2019,APCON
18-173,Wednesday,9/18/2019,A106,0.25,MISDO,10/7/2019,APCON
18-173,Monday,9/30/2019,CH,0.5,MISDO,10/7/2019,APCON
18-173,Monday,10/7/2019,A106,0.25,MISDO,10/7/2019,APCON
18-173,Monday,10/7/2019,CH,0.5,MISDO,10/7/2019,APCON
18-035,Tuesday,3/13/2018,A104,0.5,MISDO,00/00/0000,APCON
18-035,Tuesday,3/13/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Friday,3/16/2018,A103,1.75,MISDO,00/00/0000,APCON
18-035,Monday,3/19/2018,A103,2,MISDO,00/00/0000,APCON
18-035,Tuesday,4/3/2018,A103,2.5,MISDO,00/00/0000,APCON
18-035,Monday,4/9/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Monday,4/16/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Thursday,4/26/2018,CH,3,MISDO,00/00/0000,APCON
18-035,Monday,5/14/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Friday,5/18/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Monday,6/4/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Monday,6/18/2018,CH,0.5,MISDO,00/00/0000,APCON
18-035,Monday,4/15/2019,A106,0.75,MISDO,00/00/0000,APCON
18-291,Tuesday,12/18/2018,CH,0.5,MISDO,6/3/2019,APCON
18-291,Monday,1/28/2019,CH,0.5,MISDO,6/3/2019,APCON
18-291,Wednesday,2/6/2019,A106,0.5,MISDO,6/3/2019,APCON
18-291,Monday,2/11/2019,CH,0.5,MISDO,6/3/2019,APCON
18-291,Monday,3/18/2019,A106,0.75,MISDO,6/3/2019,APCON
18-291,Saturday,3/23/2019,A101,0.25,MISDO,6/3/2019,APCON
18-291,Monday,3/25/2019,CH,0,MISDO,6/3/2019,APCON
18-291,Monday,6/3/2019,CH,0.5,MISDO,6/3/2019,APCON
18-093,Monday,7/30/2018,CH,0.5,Misdo,7/30/2018,APCON
18-321,Tuesday,4/17/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Wednesday,4/18/2018,A103,0.25,PV,12/9/2019,APCON
18-321,Thursday,4/19/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Tuesday,5/15/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Friday,6/1/2018,APPT,0.25,PV,12/9/2019,APCON
18-321,Monday,6/4/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Monday,7/9/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Monday,7/16/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Monday,7/30/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Tuesday,7/31/2018,CH,0.25,PV,12/9/2019,APCON
18-321,Monday,8/6/2018,A103,0.5,PV,12/9/2019,APCON
18-321,Monday,8/6/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Tuesday,8/7/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,8/13/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Tuesday,8/14/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,8/20/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Friday,9/14/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,9/17/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,10/1/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,10/29/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,12/3/2018,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,1/14/2019,CH,0.5,PV,12/9/2019,APCON
18-321,Saturday,3/23/2019,A101,0.25,PV,12/9/2019,APCON
18-321,Monday,3/25/2019,CH,0,PV,12/9/2019,APCON
18-321,Monday,4/15/2019,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,7/15/2019,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,11/18/2019,CH,0.5,PV,12/9/2019,APCON
18-321,Monday,12/9/2019,CH,0,PV,12/9/2019,APCON
17-313,Wednesday,2/13/2019,CH,0.5,MISDO,00/00/0000,APCON
17-308,Monday,11/13/2017,CH,0.5,MISDO,00/00/0000,APCON
17-308,Monday,5/14/2018,CH,0.5,MISDO,00/00/0000,APCON
17-308,Tuesday,12/11/2018,CH,0.5,MISDO,00/00/0000,APCON
18-239,Tuesday,11/6/2018,A106,0.25,MISDO,00/00/0000,APCON
18-239,Tuesday,11/6/2018,CH,0.5,MISDO,00/00/0000,APCON
18-239,Monday,11/26/2018,CH,0.5,MISDO,00/00/0000,APCON
18-239,Friday,1/4/2019,A106,0.25,MISDO,00/00/0000,APCON
18-239,Monday,1/14/2019,CH,0.5,MISDO,00/00/0000,APCON
18-239,Tuesday,2/9/2021,CH,0.5,MISDO,00/00/0000,APCON
19-063,Thursday,3/14/2019,CH,0.5,PV,4/17/2019,APCON
19-063,Wednesday,4/10/2019,CH,0.5,PV,4/17/2019,APCON
19-063,Wednesday,4/17/2019,CH,0.5,PV,4/17/2019,APCON
18-281,Friday,11/16/2018,CH,0.5,FELONY,1/2/2020,APCON
18-281,Saturday,11/17/2018,JV,0.5,FELONY,1/2/2020,APCON
18-281,Monday,11/19/2018,CH,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,12/11/2018,A108,0.5,FELONY,1/2/2020,APCON
18-281,Wednesday,12/12/2018,A107,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,12/13/2018,JV,0.5,FELONY,1/2/2020,APCON
18-281,Thursday,12/13/2018,A107,0.25,FELONY,1/2/2020,APCON
18-281,Monday,12/17/2018,TRC,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,12/18/2018,K-EXP,0,FELONY,1/2/2020,APCON
18-281,Tuesday,12/18/2018,A101,0.75,FELONY,1/2/2020,APCON
18-281,Wednesday,12/19/2018,JV,0.5,FELONY,1/2/2020,APCON
18-281,Monday,12/31/2018,K-EXPORD,0,FELONY,1/2/2020,APCON
18-281,Wednesday,1/2/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Monday,1/28/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Monday,3/18/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Monday,6/10/2019,PREPARE,0.25,FELONY,1/2/2020,APCON
18-281,Monday,6/10/2019,CH,0,FELONY,1/2/2020,APCON
18-281,Monday,7/1/2019,K-FEEAPP,0,FELONY,1/2/2020,APCON
18-281,Tuesday,7/2/2019,K-FEEORD,0,FELONY,1/2/2020,APCON
18-281,Monday,7/8/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Monday,8/12/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Thursday,8/15/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Thursday,8/15/2019,A112,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,8/15/2019,A112,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,8/20/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,8/20/2019,PREPARE,2.75,FELONY,1/2/2020,APCON
18-281,Wednesday,8/21/2019,PREPARE,0.5,FELONY,1/2/2020,APCON
18-281,Wednesday,8/21/2019,CH,2.25,FELONY,1/2/2020,APCON
18-281,Wednesday,8/21/2019,A102,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,8/27/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Thursday,8/29/2019,CH,0,FELONY,1/2/2020,APCON
18-281,Wednesday,9/4/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Friday,9/6/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Saturday,9/7/2019,APPT,2,FELONY,1/2/2020,APCON
18-281,Wednesday,9/11/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Wednesday,10/9/2019,JV,0.75,FELONY,1/2/2020,APCON
18-281,Friday,10/25/2019,A104,0.75,FELONY,1/2/2020,APCON
18-281,Tuesday,11/5/2019,A114,0.5,FELONY,1/2/2020,APCON
18-281,Wednesday,11/6/2019,A114,0.25,FELONY,1/2/2020,APCON
18-281,Wednesday,11/6/2019,A112,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,11/7/2019,A108,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,11/7/2019,A114,0.25,FELONY,1/2/2020,APCON
18-281,Tuesday,11/12/2019,A114,0.5,FELONY,1/2/2020,APCON
18-281,Thursday,11/14/2019,JV,1.25,FELONY,1/2/2020,APCON
18-281,Friday,11/15/2019,NOTE,0,FELONY,1/2/2020,APCON
18-281,Tuesday,11/19/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Monday,11/25/2019,JV,0.5,FELONY,1/2/2020,APCON
18-281,Monday,11/25/2019,A114,0.5,FELONY,1/2/2020,APCON
18-281,Monday,11/25/2019,NOTE,0.5,FELONY,1/2/2020,APCON
18-281,Saturday,11/30/2019,A103,2.5,FELONY,1/2/2020,APCON
18-281,Saturday,11/30/2019,A104,1,FELONY,1/2/2020,APCON
18-281,Tuesday,12/3/2019,A103,1,FELONY,1/2/2020,APCON
18-281,Tuesday,12/3/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Monday,12/16/2019,A112,0.25,FELONY,1/2/2020,APCON
18-281,Monday,12/16/2019,A114,0.25,FELONY,1/2/2020,APCON
18-281,Tuesday,12/17/2019,A114,0.25,FELONY,1/2/2020,APCON
18-281,Wednesday,12/18/2019,A112,0.5,FELONY,1/2/2020,APCON
18-281,Wednesday,12/18/2019,A114,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,12/19/2019,A112,0.25,FELONY,1/2/2020,APCON
18-281,Thursday,12/19/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Friday,12/20/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Monday,12/30/2019,A112,0.5,FELONY,1/2/2020,APCON
18-281,Tuesday,12/31/2019,JV,1,FELONY,1/2/2020,APCON
18-281,Tuesday,12/31/2019,CH,0.5,FELONY,1/2/2020,APCON
18-281,Thursday,1/2/2020,CH,0.75,FELONY,1/2/2020,APCON
18-313,Tuesday,1/29/2019,CH,0.5,MISDO,6/15/2020,APCON
18-313,Monday,4/29/2019,CH,0.5,MISDO,6/15/2020,APCON
18-313,Monday,7/15/2019,CH,0.5,MISDO,6/15/2020,APCON
18-313,Friday,9/20/2019,CH,0.5,MISDO,6/15/2020,APCON
18-313,Tuesday,1/28/2020,CH,0.25,MISDO,6/15/2020,APCON
18-313,Tuesday,2/11/2020,CH,0.25,MISDO,6/15/2020,APCON
18-313,Thursday,4/16/2020,CH,0.5,MISDO,6/15/2020,APCON
18-313,Monday,6/15/2020,CH,0.25,MISDO,6/15/2020,APCON
18-225,Friday,9/28/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Monday,10/1/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,10/2/2018,JV,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,10/2/2018,A108,0.5,FELONY,9/12/2019,APCON
18-225,Friday,10/5/2018,JV,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,10/9/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,11/6/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Monday,11/26/2018,A101,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,11/27/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Wednesday,11/28/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Thursday,12/20/2018,CH,0.5,FELONY,9/12/2019,APCON
18-225,Tuesday,1/8/2019,CH,0,FELONY,9/12/2019,APCON
18-225,Thursday,2/7/2019,CH,0.5,FELONY,9/12/2019,APCON
18-225,Friday,2/15/2019,A101,0.75,FELONY,9/12/2019,APCON
18-225,Thursday,2/21/2019,CH,0.5,FELONY,9/12/2019,APCON
18-225,Friday,2/22/2019,A101,0.75,FELONY,9/12/2019,APCON
18-225,Wednesday,3/13/2019,JV,0.5,FELONY,9/12/2019,APCON
18-225,Thursday,3/14/2019,A107,0.25,FELONY,9/12/2019,APCON
18-225,Thursday,3/14/2019,CH,0.5,FELONY,9/12/2019,APCON
18-225,Friday,6/7/2019,CH,0.5,FELONY,9/12/2019,APCON
18-225,Thursday,9/12/2019,CH,0.5,FELONY,9/12/2019,APCON
19-338,Tuesday,2/26/2019,CH,0.5,PV,7/13/2020,APCON
19-338,Wednesday,2/27/2019,A106,0.25,PV,7/13/2020,APCON
19-338,Wednesday,2/27/2019,A103,0.5,PV,7/13/2020,APCON
19-338,Thursday,2/28/2019,CH,0.5,PV,7/13/2020,APCON
19-338,Friday,7/5/2019,CH,0.5,PV,7/13/2020,APCON
19-338,Tuesday,7/9/2019,CH,0.25,PV,7/13/2020,APCON
19-338,Monday,7/29/2019,CH,0.25,PV,7/13/2020,APCON
19-338,Monday,8/12/2019,CH,0.25,PV,7/13/2020,APCON
19-338,Tuesday,8/13/2019,CH,0.25,PV,7/13/2020,APCON
19-338,Monday,7/13/2020,CH,0,PV,7/13/2020,APCON
18-177,Friday,7/20/2018,CH,0.5,MISDO,00/00/0000,APCON
18-177,Monday,8/20/2018,CH,0.5,MISDO,00/00/0000,APCON
18-196,Tuesday,8/14/2018,CH,0.25,MISDO,5/7/2019,APCON
18-196,Wednesday,9/5/2018,APPT,0.25,MISDO,5/7/2019,APCON
18-196,Monday,9/17/2018,CH,0.25,MISDO,5/7/2019,APCON
18-196,Monday,11/5/2018,TRC,0.25,MISDO,5/7/2019,APCON
18-196,Thursday,11/15/2018,CH,0.25,MISDO,5/7/2019,APCON
18-196,Friday,1/4/2019,A106,0.25,MISDO,5/7/2019,APCON
18-196,Monday,1/7/2019,TRC,0.25,MISDO,5/7/2019,APCON
18-196,Monday,2/4/2019,CH,0.25,MISDO,5/7/2019,APCON
18-196,Monday,4/8/2019,CH,0.25,MISDO,5/7/2019,APCON
18-196,Tuesday,5/7/2019,CH,0.25,MISDO,5/7/2019,APCON
18-099,Tuesday,8/14/2018,CH,0.25,PV,5/7/2019,APCON
18-099,Wednesday,8/29/2018,A106,0.25,PV,5/7/2019,APCON
18-099,Wednesday,9/5/2018,APPT,0.25,PV,5/7/2019,APCON
18-099,Monday,9/17/2018,CH,0.25,PV,5/7/2019,APCON
18-099,Monday,11/5/2018,TRC,0.25,PV,5/7/2019,APCON
18-099,Thursday,11/15/2018,CH,0.25,PV,5/7/2019,APCON
18-099,Monday,1/7/2019,TRC,0.25,PV,5/7/2019,APCON
18-099,Monday,2/4/2019,CH,0.25,PV,5/7/2019,APCON
18-099,Monday,4/8/2019,CH,0.25,PV,5/7/2019,APCON
18-099,Tuesday,5/7/2019,CH,0.25,PV,5/7/2019,APCON
19-050,Tuesday,3/5/2019,CH,0.5,MISDO,8/5/2019,APCON
19-050,Tuesday,4/9/2019,APPT,0.25,MISDO,8/5/2019,APCON
19-050,Monday,4/29/2019,CH,0.5,MISDO,8/5/2019,APCON
19-050,Tuesday,4/30/2019,A101,0.5,MISDO,8/5/2019,APCON
19-050,Thursday,5/2/2019,CH,0.25,MISDO,8/5/2019,APCON
19-050,Monday,6/3/2019,CH,0.25,MISDO,8/5/2019,APCON
19-050,Monday,7/29/2019,CH,0.5,MISDO,8/5/2019,APCON
19-050,Monday,8/5/2019,CH,0.5,MISDO,8/5/2019,APCON
19-043,Tuesday,2/5/2019,CH,0.5,PV,00/00/0000,APCON
18-060,Wednesday,3/7/2018,APPT,0.25,MISDO,7/15/2019,APCON
18-060,Tuesday,4/10/2018,CH,0.25,MISDO,7/15/2019,APCON
18-060,Monday,4/30/2018,APPT,0.25,MISDO,7/15/2019,APCON
18-060,Monday,5/7/2018,CH,0.25,MISDO,7/15/2019,APCON
18-060,Wednesday,5/16/2018,CH,0.25,MISDO,7/15/2019,APCON
18-060,Monday,6/18/2018,CH,0.25,MISDO,7/15/2019,APCON
